ID,FullName,BirthYear,Country,Username,Gmail,Password,Phone,Address
241486,Jules Koundé,1999,USA,juleskound1999,juleskound1999@gmail.com,#000169FM,9120068600,"2200 South Mckenzie St, Foley, AL, 36535"
205632,Lucas Ocampos,1995,USA,lucasocampos1995,lucasocampos1995@gmail.com,#000170FN,9120045357,"2001 Glenn Bldv Sw, Fort Payne, AL, 35968"
225850,Presnel Kimpembe,1996,USA,presnelkimpembe1996,presnelkimpembe1996@gmail.com,#000171FO,9120045080,"340 East Meighan Blvd, Gadsden, AL, 35903"
197061,Joel Matip,1992,USA,joelmatip1992,joelmatip1992@gmail.com,#000172FP,9120045090,"890 Odum Road, Gardendale, AL, 35071"
207410,Mateo Kovačić,1994,USA,mateokovai1994,mateokovai1994@gmail.com,#000173FQ,9192113050,"1608 W Magnolia Ave, Geneva, AL, 36340"
242444,João Félix Sequeira,2000,USA,jooflixsequeira2000,jooflixsequeira2000@gmail.com,#000174FR,9120067278,"501 Willow Lane, Greenville, AL, 36037"
239053,Federico Valverde,1999,USA,federicovalverde1999,federicovalverde1999@gmail.com,#000175FS,9120061585,"170 Fort Morgan Road, Gulf Shores, AL, 36542"
235805,Federico Chiesa,1998,USA,federicochiesa1998,federicochiesa1998@gmail.com,#000176FT,9120061687,"11697 US Hwy 431, Guntersville, AL, 35976"
234642,Édouard Mendy,1992,USA,douardmendy1992,douardmendy1992@gmail.com,#000177FU,9120062079,"42417 Hwy 195, Haleyville, AL, 35565"
233064,Mason Mount,1999,USA,masonmount1999,masonmount1999@gmail.com,#000178FV,9120419171,"1706 Military Street South, Hamilton, AL, 35570"
231443,Ousmane Dembélé,1997,USA,ousmanedembl1997,ousmanedembl1997@gmail.com,#000179FW,9120065983,"1201 Hwy 31 NW, Hartselle, AL, 35640"
230666,Gabriel Fernando de Jesus,1997,USA,gabrielfernandodejesus1997,gabrielfernandodejesus1997@gmail.com,#000180FX,9120822292,"209 Lakeshore Parkway, Homewood, AL, 35209"
230658,Arthur Henrique Ramos Oliveira Melo,1997,USA,arthurhenriqueramosoliveiramelo1997,arthurhenriqueramosoliveiramelo1997@gmail.com,#000181FY,9120058737,"2780 John Hawkins Pkwy, Hoover, AL, 35244"
230481,Ronaldo Jailson Cabrais Petri,1992,USA,ronaldojailsoncabraispetri1992,ronaldojailsoncabraispetri1992@gmail.com,#000182FZ,9120604406,"5335 Hwy 280 South, Hoover, AL, 35242"
229880,Aaron Wan-Bissaka,1998,USA,aaronwanbissaka1998,aaronwanbissaka1998@gmail.com,#000183GA,9127569584,"1007 Red Farmer Drive, Hueytown, AL, 35023"
228618,Ferland Mendy,1995,USA,ferlandmendy1995,ferlandmendy1995@gmail.com,#000184GB,9129723816,"2900 S Mem PkwyDrake Ave, Huntsville, AL, 35801"
193082,Juan Cuadrado,1988,USA,juancuadrado1988,juancuadrado1988@gmail.com,#000185GC,9120087751,"11610 Memorial Pkwy South, Huntsville, AL, 35803"
225193,Mikel Merino Zazón,1996,USA,mikelmerinozazn1996,mikelmerinozazn1996@gmail.com,#000186GD,9120087786,"2200 Sparkman Drive, Huntsville, AL, 35810"
215333,Duván Zapata,1991,USA,duvnzapata1991,duvnzapata1991@gmail.com,#000187GE,9911002285,"330 Sutton Rd, Huntsville, AL, 35763"
223697,Robin Gosens,1995,USA,robingosens1995,robingosens1995@gmail.com,#000188GF,9120121983,"6140A Univ Drive, Huntsville, AL, 35806"
213565,Thomas Lemar,1996,USA,thomaslemar1996,thomaslemar1996@gmail.com,#000189GG,9120123024,"4206 N College Ave, Jackson, AL, 36545"
213648,Pierre-Emile Højbjerg,1996,USA,pierreemilehjbjerg1996,pierreemilehjbjerg1996@gmail.com,#000190GH,9911008793,"1625 Pelham South, Jacksonville, AL, 36265"
214997,Ángel Correa,1995,USA,ngelcorrea1995,ngelcorrea1995@gmail.com,#000191GI,9911008794,"1801 Hwy 78 East, Jasper, AL, 35501"
209989,Thomas Partey,1993,USA,thomaspartey1993,thomaspartey1993@gmail.com,#000192GJ,9120997145,"8551 Whitfield Ave, Leeds, AL, 35094"
216354,Andrej Kramarić,1991,USA,andrejkramari1991,andrejkramari1991@gmail.com,#000193GK,9126767744,"8650 Madison Blvd, Madison, AL, 35758"
220651,José Ángel Esmoris Tasende,1997,USA,josngelesmoristasende1997,josngelesmoristasende1997@gmail.com,#000194GL,9120409405,"145 Kelley Blvd, Millbrook, AL, 36054"
220814,Lucas Hernández,1996,USA,lucashernndez1996,lucashernndez1996@gmail.com,#000195GM,9120084081,"1970 S University Blvd, Mobile, AL, 36609"
220834,Marco Asensio Willemsen,1996,USA,marcoasensiowillemsen1996,marcoasensiowillemsen1996@gmail.com,#000196GN,9120045506,"6350 Cottage Hill Road, Mobile, AL, 36609"
223689,Wout Weghorst,1993,USA,woutweghorst1993,woutweghorst1993@gmail.com,#000197GO,9106868086,"101 South Beltline Highway, Mobile, AL, 36606"
211688,José Luís Gayà Peña,1995,USA,joslusgaypea1995,joslusgaypea1995@gmail.com,#000198GP,9190765505,"2500 Dawes Road, Mobile, AL, 36695"
234396,Alphonso Davies,2001,USA,alphonsodavies2001,alphonsodavies2001@gmail.com,#000199GQ,9120049979,"5245 Rangeline Service Rd, Mobile, AL, 36619"
230869,Unai Simón Mendibil,1997,USA,unaisimnmendibil1997,unaisimnmendibil1997@gmail.com,#000200GR,9120087149,"685 Schillinger Rd, Mobile, AL, 36695"
